monpar	   .314174	14829	Myiopsitta_monachus
y00001	   .310742	14667	Selasphorus_rufus/sasin
amgplo	   .307521	14515	Pluvialis_dominica
harduc	   .304937	14393	Histrionicus_histrionicus
accipi	   .303263	14314	Accipiter_sp.
rhiauk	   .301843	14247	Cerorhinca_monocerata
meadow	   .301165	14215	Sturnella_megna/neglecta
britit	   .300106	14165	Baeolophus_wollweberi
larbun	   .299640	14143	Calamospiza_melanocorys
limpki	   .299068	14116	Aramus_guarauna
purfin2	   .298136	14072	Haemorhous_purpureus_californicus
bktgna	   .296398	13990	Polioptila_melanura
y00012	   .295021	13925	Aechmophorus_occidentalis/clarkii
leabit	   .293411	13849	Ixobrychus_exilis
eleter1	   .292966	13828	Thalasseus_elegans
uplsan	   .288771	13630	Bartramia_longicauda
bargol	   .282903	13353	Bucephala_islandica
warble	   .282712	13344	Parulinae_sp.
hamfly	   .281504	13287	Empidonax_hammondii
lobthr	   .280996	13263	Toxostoma_longirostre
gyhjun	   .277267	13087	Junco_hyemalis_caniceps
grnjay	   .276292	13041	Cyanocorax_yncas
seaspa	   .275911	13023	Ammodramus_maritimus
lucwar	   .274661	12964	Oreothlypis_luciae
gowwar	   .274576	12960	Vermivora_chrysoptera
swtkit	   .272267	12851	Elanoides_forficatus
laplon	   .269026	12698	Calcarius_lapponicus
hrshaw	   .266631	12585	Parabuteo_unicinctus
comgra1	   .265636	12538	Quiscalus_quiscula_quiscula/stonei
herwar	   .264428	12481	Setophaga_occidentalis
palwar4	   .263454	12435	Setophaga_palmarum_hypochrysea
gubter1	   .256483	12106	Gelochelidon_nilotica
chirav	   .255551	12062	Corvus_cryptoleucus
foxsp1	   .255170	12044	Passerella_iliaca_iliaca/zaboria
brbhum	   .251716	11881	Cynanthus_latirostris
brocow	   .249492	11776	Molothrus_aeneus
mexjay4	   .248898	11748	Aphelocoma_wollweberi
thagul	   .247691	11691	Larus_thayeri
sagthr	   .246886	11653	Oreoscoptes_montanus
yebfly	   .246568	11638	Empidonax_flaviventris
pisjun	   .245085	11568	Junco_hyemalis_mearnsi
amedip	   .244343	11533	Cinclus_mexicanus
cavswa	   .241102	11380	Petrochelidon_fulva
sheowl	   .240466	11350	Asio_flammeus
orcwar3	   .238687	11266	Oreothlypis_celata_lutescens
wilplo	   .235254	11104	Charadrius_wilsonia
eurwig	   .231631	10933	Anas_penelope
chwwid	   .230699	10889	Antrostomus_carolinensis
wilwar3	   .230233	10867	Cardellina_pusilla_chryseola
y00486	   .228369	10779	Corvus_brachyrhynchos/caurinus
gryfly	   .227797	10752	Empidonax_wrightii
whip-p1	   .226547	10693	Antrostomus_vociferus
sagspa	   .223432	10546	Artemisiospiza_belli
wesowl1	   .222521	10503	Megascops_kennicottii
glagul	   .221165	10439	Larus_hyperboreus
purgal2	   .220403	10403	Porphyrio_martinicus
coukin	   .217966	10288	Tyrannus_couchii
whwcro	   .217818	10281	Loxia_leucoptera
bncfly	   .214428	10121	Myiarchus_tyrannulus
calhum	   .213157	10061	Selasphorus_calliope
gryjay	   .209386	9883	Perisoreus_canadensis
corfly	   .208326	9833	Empidonax_occidentalis
bubhum	   .207203	9780	Amazilia_yucatanensis
lawgol	   .202309	9549	Spinus_lawrencei
henspa	   .202055	9537	Ammodramus_henslowii
scoori	   .201695	9520	Icterus_parisorum
parjae	   .200170	9448	Stercorarius_parasiticus
nswowl	   .199809	9431	Aegolius_acadicus
pursan	   .197881	9340	Calidris_maritima
spotow1	   .197500	9322	Pipilo_maculatus_[oregonus_Group]
sstspa	   .196631	9281	Ammodramus_caudacutus
lewwoo	   .196441	9272	Melanerpes_lewis
musduc2	   .193432	9130	Cairina_moschata_(Domestic_type)
magfri	   .192458	9084	Fregata_magnificens
wispet	   .191653	9046	Oceanites_oceanicus
rewbla2	   .191526	9040	Agelaius_phoeniceus_[californicus_Group]
pswspa1	   .188411	8893	Zonotrichia_leucophrys_pugetensis
sparro1	   .187797	8864	Emberizidae_sp._(sparrow_sp.)
ewcspa1	   .186843	8819	Zonotrichia_leucophrys_leucophrys
pomjae	   .186526	8804	Stercorarius_pomarinus
paired	   .185869	8773	Myioborus_pictus
pifshe	   .184131	8691	Puffinus_creatopus
leagre	   .183771	8674	Tachybaptus_dominicus
scaqua	   .182987	8637	Callipepla_squamata
atlbra1	   .176462	8329	Branta_bernicla_hrota
virwar	   .176377	8325	Oreothlypis_virginiae
winwre2	   .175657	8291	Troglodytes_pacificus_[pacificus_Group]
tribla	   .175042	8262	Agelaius_tricolor
willet2	   .173771	8202	Tringa_semipalmata_semipalmata
whimbr3	   .172881	8160	Numenius_phaeopus_hudsonicus
olispa	   .172627	8148	Arremonops_rufivirgatus
pingro	   .171102	8076	Pinicola_enucleator
lesnig	   .170763	8060	Chordeiles_acutipennis
willet3	   .168644	7960	Tringa_semipalmata_inornata
comeid2	   .167458	7904	Somateria_mollissima_dresseri
norgos	   .165170	7796	Accipiter_gentilis
whtdov	   .164619	7770	Leptotila_verreauxi
whhwoo	   .164598	7769	Picoides_albolarvatus
wooscj1	   .164534	7766	Aphelocoma_californica_[woodhouseii_Group]
pinjay	   .163665	7725	Gymnorhinus_cyanocephalus
mouqua	   .163453	7715	Oreortyx_pictus
placha	   .162627	7676	Ortalis_vetula
x00004	   .162288	7660	Anas_rubripes_x_platyrhynchos
compoo	   .161631	7629	Phalaenoptilus_nuttallii
casspa	   .159386	7523	Peucaea_cassinii
casauk	   .159259	7517	Ptychoramphus_aleuticus
surfbi	   .158708	7491	Aphriza_virgata
crithr	   .158475	7480	Toxostoma_crissale
juntit1	   .157182	7419	Baeolophus_ridgwayi
blkgui	   .148941	7030	Cepphus_grylle
greshe	   .147288	6952	Puffinus_gravis
lecspa	   .146441	6912	Ammodramus_leconteii
marmur	   .146123	6897	Brachyramphus_marmoratus
redpha1	   .146123	6897	Phalaropus_fulicarius
snoowl1	   .145381	6862	Bubo_scandiacus
norful	   .144174	6805	Fulmarus_glacialis
whbnut3	   .143475	6772	Sitta_carolinensis_[mexicana_Group]
