SCI_NAME,TAXON_ORDER,PRIMARY_COM_NAME,CATEGORY,ORDER_NAME,FAMILY_NAME,SUBFAMILY_NAME,GENUS_NAME,SPECIES_NAME
Abeillia_abeillei,9016,Emerald-chinned_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Abeillia,abeillei
Aburria_aburri,699,Wattled_Guan,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Aburria,aburri
Acanthidops_bairdii,28962,Peg-billed_Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Acanthidops,bairdii
Acanthis_flammea,31009,Common_Redpoll,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Acanthis,flammea
Acanthis_flammea_flammea,31010,Common_Redpoll_(flammea),issf,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,?,?
Acanthis_flammea_rostrata/islandica,31011,Common_Redpoll_(rostrata),issf,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,?,?
Acanthis_flammea/hornemanni,31019,Common/Hoary_Redpoll,slash,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,?,?
Acanthis_hornemanni,31016,Hoary_Redpoll,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Acanthis,hornemanni
Acanthis_hornemanni_exilipes,31017,Hoary_Redpoll_(exilipes),issf,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,?,?
Acanthis_hornemanni_hornemanni,31018,Hoary_Redpoll_(hornemanni),issf,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,?,?
Acanthis/Spinus_sp.,31074,Acanthis/Spinus_sp.,spuh,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,?,?
Accipiter_bicolor,2826,Bicolored_Hawk,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Accipiter,bicolor
Accipiter_bicolor_bicolor/fidens,2826.1,Bicolored_Hawk_(Bicolored),issf,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipiter_bicolor_chilensis,2826.7,Bicolored_Hawk_(Chilean),issf,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipiter_collaris,2761,Semicollared_Hawk,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Accipiter,collaris
Accipiter_cooperii,2821,Cooper's_Hawk,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Accipiter,cooperii
Accipiter_cooperii/gentilis,2830.5,Cooper's_Hawk/Northern_Goshawk,slash,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipiter_gentilis,2827.2,Northern_Goshawk,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Accipiter,gentilis
Accipiter_gentilis_atricapillus/laingi,2829,Northern_Goshawk_(American),issf,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipiter_gundlachi,2823,Gundlach's_Hawk,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Accipiter,gundlachi
Accipiter_poliogaster,2662,Gray-bellied_Hawk,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Accipiter,poliogaster
Accipiter_sp.,2832,Accipiter_sp.,spuh,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipiter_striatus,2807,Sharp-shinned_Hawk,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Accipiter,striatus
Accipiter_striatus_[striatus_Group],2808,Sharp-shinned_Hawk_(Caribbean),issf,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipiter_striatus_[velox_Group],2812,Sharp-shinned_Hawk_(Northern),issf,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipiter_striatus_chionogaster/madrensis,2816,Sharp-shinned_Hawk_(White-breasted),issf,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipiter_striatus_erythronemius,2820,Sharp-shinned_Hawk_(Rufous-thighed),issf,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipiter_striatus_ventralis,2819,Sharp-shinned_Hawk_(Plain-breasted),issf,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipiter_striatus/cooperii,2822,Sharp-shinned/Cooper's_Hawk,slash,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipiter_superciliosus,2758,Tiny_Hawk,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Accipiter,superciliosus
Accipitridae_sp.,3041,hawk_sp.,spuh,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Accipitriformes/Falconiformes_sp.,11582.89,diurnal_raptor_sp.,spuh,Falconiformes,Falconidae (Falcons and Caracaras),?,?,?
Acridotheres_cristatellus,26581,Crested_Myna,species,Passeriformes,Sturnidae (Starlings),?,Acridotheres,cristatellus
Acridotheres_fuscus,26587,Jungle_Myna,species,Passeriformes,Sturnidae (Starlings),?,Acridotheres,fuscus
Acridotheres_grandis,26580,Great_Myna,species,Passeriformes,Sturnidae (Starlings),?,Acridotheres,grandis
Acridotheres_tristis,26594,Common_Myna,species,Passeriformes,Sturnidae (Starlings),?,Acridotheres,tristis
Acrobatornis_fonsecai,13708.8,Pink-legged_Graveteiro,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Acrobatornis,fonsecai
Acrocephalus_aequinoctialis,22263,Christmas_Island_Warbler,species,Passeriformes,Acrocephalidae (Reed-Warblers and Allies),?,Acrocephalus,aequinoctialis
Acrocephalus_atyphus,22270,Tuamotu_Reed-Warbler,species,Passeriformes,Acrocephalidae (Reed-Warblers and Allies),?,Acrocephalus,atyphus
Acrocephalus_caffer,22266,Tahiti_Reed-Warbler,species,Passeriformes,Acrocephalidae (Reed-Warblers and Allies),?,Acrocephalus,caffer
Acrocephalus_familiaris,22260,Millerbird,species,Passeriformes,Acrocephalidae (Reed-Warblers and Allies),?,Acrocephalus,familiaris
Acrocephalus_familiaris_kingi,22261,Millerbird_(Nihoa),issf,Passeriformes,Acrocephalidae (Reed-Warblers and Allies),?,?,?
Acrocephalus_schoenobaenus,22211,Sedge_Warbler,species,Passeriformes,Acrocephalidae (Reed-Warblers and Allies),?,Acrocephalus,schoenobaenus
Acrocephalus_taiti,22279,Henderson_Island_Reed-Warbler,species,Passeriformes,Acrocephalidae (Reed-Warblers and Allies),?,Acrocephalus,taiti
Acropternis_orthonyx,13509,Ocellated_Tapaculo,species,Passeriformes,Rhinocryptidae (Tapaculos),?,Acropternis,orthonyx
Actitis_hypoleucos,3961,Common_Sandpiper,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),?,Actitis,hypoleucos
Actitis_macularius,3962,Spotted_Sandpiper,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),?,Actitis,macularius
Adelomyia_melanogenys,8624,Speckled_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Adelomyia,melanogenys
Aechmophorus_clarkii,1637,Clark's_Grebe,species,Podicipediformes,Podicipedidae (Grebes),?,Aechmophorus,clarkii
Aechmophorus_occidentalis,1633,Western_Grebe,species,Podicipediformes,Podicipedidae (Grebes),?,Aechmophorus,occidentalis
Aechmophorus_occidentalis_x_clarkii,1639.5,Western_x_Clark's_Grebe_(hybrid),hybrid,Podicipediformes,Podicipedidae (Grebes),?,?,?
Aechmophorus_occidentalis/clarkii,1640,Western/Clark's_Grebe,slash,Podicipediformes,Podicipedidae (Grebes),?,?,?
Aegolius_acadicus,7602,Northern_Saw-whet_Owl,species,Strigiformes,Strigidae (Owls),?,Aegolius,acadicus
Aegolius_funereus,7595,Boreal_Owl,species,Strigiformes,Strigidae (Owls),?,Aegolius,funereus
Aegolius_harrisii,7609,Buff-fronted_Owl,species,Strigiformes,Strigidae (Owls),?,Aegolius,harrisii
Aegolius_ridgwayi,7605,Unspotted_Saw-whet_Owl,species,Strigiformes,Strigidae (Owls),?,Aegolius,ridgwayi
Aerodramus_bartschi,8245,Mariana_Swiftlet,species,Apodiformes,Apodidae (Swifts),?,Aerodramus,bartschi
Aerodramus_leucophaeus,8251,Polynesian_Swiftlet,species,Apodiformes,Apodidae (Swifts),?,Aerodramus,leucophaeus
Aerodramus_sawtelli,8250,Atiu_Swiftlet,species,Apodiformes,Apodidae (Swifts),?,Aerodramus,sawtelli
Aerodramus_spodiopygius,8197,White-rumped_Swiftlet,species,Apodiformes,Apodidae (Swifts),?,Aerodramus,spodiopygius
Aeronautes_andecolus,8351,Andean_Swift,species,Apodiformes,Apodidae (Swifts),?,Aeronautes,andecolus
Aeronautes_montivagus,8348,White-tipped_Swift,species,Apodiformes,Apodidae (Swifts),?,Aeronautes,montivagus
Aeronautes_saxatalis,8345,White-throated_Swift,species,Apodiformes,Apodidae (Swifts),?,Aeronautes,saxatalis
Aethia_cristatella,4617,Crested_Auklet,species,Charadriiformes,Alcidae (Auks- Murres- and Puffins),?,Aethia,cristatella
Aethia_psittacula,4614,Parakeet_Auklet,species,Charadriiformes,Alcidae (Auks- Murres- and Puffins),?,Aethia,psittacula
Aethia_pusilla,4615,Least_Auklet,species,Charadriiformes,Alcidae (Auks- Murres- and Puffins),?,Aethia,pusilla
Aethia_pygmaea,4616,Whiskered_Auklet,species,Charadriiformes,Alcidae (Auks- Murres- and Puffins),?,Aethia,pygmaea
Agamia_agami,2228,Agami_Heron,species,Pelecaniformes,Ardeidae (Herons- Egrets- and Bitterns),?,Agamia,agami
Agapornis_nigrigenis,11588.22,Black-cheeked_Lovebird,species,Psittaciformes,Psittacidae (Parrots),?,Agapornis,nigrigenis
Agapornis_personatus,11588.2,Yellow-collared_Lovebird,species,Psittaciformes,Psittacidae (Parrots),?,Agapornis,personatus
Agapornis_roseicollis,11588.16,Rosy-faced_Lovebird,species,Psittaciformes,Psittacidae (Parrots),?,Agapornis,roseicollis
Agapornis_sp.,11588.23,lovebird_sp.,spuh,Psittaciformes,Psittacidae (Parrots),?,?,?
Agelaioides_badius,30501,Bay-winged_Cowbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Agelaioides,badius
Agelaioides_badius_badius/bolivianus,30503,Bay-winged_Cowbird_(Bay-winged),issf,Passeriformes,Icteridae (Troupials and Allies),?,?,?
Agelaioides_badius_fringillarius,30502,Bay-winged_Cowbird_(Pale),issf,Passeriformes,Icteridae (Troupials and Allies),?,?,?
Agelaius_assimilis,30366,Red-shouldered_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Agelaius,assimilis
Agelaius_humeralis,30370,Tawny-shouldered_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Agelaius,humeralis
Agelaius_phoeniceus,30339,Red-winged_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Agelaius,phoeniceus
Agelaius_phoeniceus_[californicus_Group],30360,Red-winged_Blackbird_(California_Bicolored),issf,Passeriformes,Icteridae (Troupials and Allies),?,?,?
Agelaius_phoeniceus_[phoeniceus_Group],30340,Red-winged_Blackbird_(Red-winged),issf,Passeriformes,Icteridae (Troupials and Allies),?,?,?
Agelaius_phoeniceus_gubernator,30365,Red-winged_Blackbird_(Mexican_Bicolored),issf,Passeriformes,Icteridae (Troupials and Allies),?,?,?
Agelaius_phoeniceus/tricolor,30369.5,Red-winged/Tricolored_Blackbird,slash,Passeriformes,Icteridae (Troupials and Allies),?,?,?
Agelaius_tricolor,30369,Tricolored_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Agelaius,tricolor
Agelaius_xanthomus,30373,Yellow-shouldered_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Agelaius,xanthomus
Agelastes_niger,736,Black_Guineafowl,species,Galliformes,Numididae (Guineafowl),?,Agelastes,niger
Agelasticus_cyanopus,30482,Unicolored_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Agelasticus,cyanopus
Agelasticus_thilius,30487,Yellow-winged_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Agelasticus,thilius
Agelasticus_xanthophthalmus,30481,Pale-eyed_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Agelasticus,xanthophthalmus
Aglaeactis_castelnaudii,8732,White-tufted_Sunbeam,species,Apodiformes,Trochilidae (Hummingbirds),?,Aglaeactis,castelnaudii
Aglaeactis_cupripennis,8730,Shining_Sunbeam,species,Apodiformes,Trochilidae (Hummingbirds),?,Aglaeactis,cupripennis
Aglaeactis_pamela,8736,Black-hooded_Sunbeam,species,Apodiformes,Trochilidae (Hummingbirds),?,Aglaeactis,pamela
Aglaiocercus_berlepschi,8632,Venezuelan_Sylph,species,Apodiformes,Trochilidae (Hummingbirds),?,Aglaiocercus,berlepschi
Aglaiocercus_coelestis,8630,Violet-tailed_Sylph,species,Apodiformes,Trochilidae (Hummingbirds),?,Aglaiocercus,coelestis
Aglaiocercus_kingi,8628,Long-tailed_Sylph,species,Apodiformes,Trochilidae (Hummingbirds),?,Aglaiocercus,kingi
Agriornis_albicauda,14722,White-tailed_Shrike-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Agriornis,albicauda
Agriornis_lividus,14725,Great_Shrike-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Agriornis,lividus
Agriornis_micropterus,14728,Gray-bellied_Shrike-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Agriornis,micropterus
Agriornis_micropterus_micropterus,14730,Gray-bellied_Shrike-Tyrant_(micropterus),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Agriornis_montanus,14716,Black-billed_Shrike-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Agriornis,montanus
Agriornis_murinus,14731,Lesser_Shrike-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Agriornis,murinus
Agriornis_sp.,14732,shrike-tyrant_sp.,spuh,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Aimophila_notosticta,29617,Oaxaca_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Aimophila,notosticta
Aimophila_rufescens,29614,Rusty_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Aimophila,rufescens
Aimophila_ruficeps,29616,Rufous-crowned_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Aimophila,ruficeps
Aix_galericulata,360,Mandarin_Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Aix,galericulata
Aix_sponsa,357,Wood_Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Aix,sponsa
Aix_sponsa_x_Anas_platyrhynchos,402.2,Wood_Duck_x_Mallard_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Aix_sponsa_x_Lophodytes_cucullatus,553.2,Wood_Duck_x_Hooded_Merganser_(hybrid),hybrid,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Alauda_arvensis,19841,Sky_Lark,species,Passeriformes,Alaudidae (Larks),?,Alauda,arvensis
Alauda_arvensis_[arvensis_Group],19842,Sky_Lark_(European),issf,Passeriformes,Alaudidae (Larks),?,?,?
Alauda_arvensis_[japonica_Group],19850,Sky_Lark_(Asian),issf,Passeriformes,Alaudidae (Larks),?,?,?
Alauda_arvensis/gulgula,19865.5,Sky_Lark/Oriental_Skylark,slash,Passeriformes,Alaudidae (Larks),?,?,?
Alca_torda,4578,Razorbill,species,Charadriiformes,Alcidae (Auks- Murres- and Puffins),?,Alca,torda
Alcedinidae_sp.,9949,kingfisher_sp.,spuh,Coraciiformes,Alcedinidae (Kingfishers),?,?,?
Alcidae_sp.,4627,alcid_sp.,spuh,Charadriiformes,Alcidae (Auks- Murres- and Puffins),?,?,?
Alectoris_chukar,932,Chukar,species,Galliformes,Phasianidae (Pheasants- Grouse- and Allies),?,Alectoris,chukar
Alectrurus_risora,14773,Strange-tailed_Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Alectrurus,risora
Alectrurus_tricolor,14772,Cock-tailed_Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Alectrurus,tricolor
Alipiopsitta_xanthops,11591.49,Yellow-faced_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Alipiopsitta,xanthops
Alle_alle,4563,Dovekie,species,Charadriiformes,Alcidae (Auks- Murres- and Puffins),?,Alle,alle
Allenia_fusca,26450,Scaly-breasted_Thrasher,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),?,Allenia,fusca
Alopochelidon_fucata,19925,Tawny-headed_Swallow,species,Passeriformes,Hirundinidae (Swallows),?,Alopochelidon,fucata
Alopochen_aegyptiaca,325,Egyptian_Goose,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Alopochen,aegyptiaca
Amandava_amandava,31933,Red_Avadavat,species,Passeriformes,Estrildidae (Waxbills and Allies),?,Amandava,amandava
Amaurolimnas_concolor,3449,Uniform_Crake,species,Gruiformes,Rallidae (Rails- Gallinules- and Coots),?,Amaurolimnas,concolor
Amaurospiza_carrizalensis,30293,Carrizal_Seedeater,species,Passeriformes,Cardinalidae (Cardinals and Allies),?,Amaurospiza,carrizalensis
Amaurospiza_concolor,30288,Blue_Seedeater,species,Passeriformes,Cardinalidae (Cardinals and Allies),?,Amaurospiza,concolor
Amaurospiza_concolor_concolor/aequatorialis,30290,Blue_Seedeater_(Blue),issf,Passeriformes,Cardinalidae (Cardinals and Allies),?,?,?
Amaurospiza_concolor_relicta,30289,Blue_Seedeater_(Slate-blue),issf,Passeriformes,Cardinalidae (Cardinals and Allies),?,?,?
Amaurospiza_moesta,30294,Blackish-blue_Seedeater,species,Passeriformes,Cardinalidae (Cardinals and Allies),?,Amaurospiza,moesta
Amazilia_amabilis,9144,Blue-chested_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,amabilis
Amazilia_amazilia,9118,Amazilia_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,amazilia
Amazilia_amazilia_[amazilia_Group],9120,Amazilia_Hummingbird_(Amazilia),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazilia_amazilia_alticola,9122,Amazilia_Hummingbird_(Loja),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazilia_beryllina,9158,Berylline_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,beryllina
Amazilia_beryllina_x_Eugenes_fulgens,8819,Berylline_x_Magnificent_Hummingbird_(hybrid),hybrid,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazilia_boucardi,9150,Mangrove_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,boucardi
Amazilia_brevirostris,9128,White-chested_Emerald,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,brevirostris
Amazilia_candida,9124,White-bellied_Emerald,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,candida
Amazilia_castaneiventris,9116,Chestnut-bellied_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,castaneiventris
Amazilia_chionogaster,9112,White-bellied_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,chionogaster
Amazilia_cyanifrons,9166,Indigo-capped_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,cyanifrons
Amazilia_cyanocephala,9152,Azure-crowned_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,cyanocephala
Amazilia_cyanocephala_chlorostephana,9156,Azure-crowned_Hummingbird_(Mosquitia),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazilia_cyanura,9162,Blue-tailed_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,cyanura
Amazilia_decora,9146,Charming_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,decora
Amazilia_edward,9168,Snowy-bellied_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,edward
Amazilia_fimbriata,9140,Glittering-throated_Emerald,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,fimbriata
Amazilia_franciae,9138,Andean_Emerald,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,franciae
Amazilia_lactea,9142,Sapphire-spangled_Emerald,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,lactea
Amazilia_leucogaster,9130,Plain-bellied_Emerald,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,leucogaster
Amazilia_luciae,9126,Honduran_Emerald,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,luciae
Amazilia_rosenbergi,9148,Purple-chested_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,rosenbergi
Amazilia_rutila,9188,Cinnamon_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,rutila
Amazilia_rutila_[rutila_Group],9192,Cinnamon_Hummingbird_(Mainland),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazilia_saucerrottei,9164,Steely-vented_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,saucerrottei
Amazilia_sp.,9204,Amazilia_sp.,spuh,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazilia_tobaci,9202,Copper-rumped_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,tobaci
Amazilia_tzacatl,9176,Rufous-tailed_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,tzacatl
Amazilia_tzacatl_[tzacatl_Group],9178,Rufous-tailed_Hummingbird_(Rufous-tailed),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazilia_versicolor,9132,Versicolored_Emerald,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,versicolor
Amazilia_violiceps,9194,Violet-crowned_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,violiceps
Amazilia_viridicauda,9114,Green-and-white_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,viridicauda
Amazilia_viridifrons,9196,Green-fronted_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,viridifrons
Amazilia_viridifrons_viridifrons,9198,Green-fronted_Hummingbird_(Green-fronted),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazilia_viridifrons_wagneri,9200,Green-fronted_Hummingbird_(Cinnamon-sided),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazilia_viridigaster,9170,Green-bellied_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,viridigaster
Amazilia_viridigaster_[cupreicauda_Group],9174,Green-bellied_Hummingbird_(Copper-tailed),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazilia_yucatanensis,9182,Buff-bellied_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Amazilia,yucatanensis
Amazilia_yucatanensis_cerviniventris/chalconota,9186,Buff-bellied_Hummingbird_(Northern),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazilia_yucatanensis_yucatanensis,9184,Buff-bellied_Hummingbird_(Yucatan),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Amazona_aestiva,11592.08,Turquoise-fronted_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,aestiva
Amazona_agilis,11591.9,Black-billed_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,agilis
Amazona_albifrons,11591.74,White-fronted_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,albifrons
Amazona_amazonica,11592.12,Orange-winged_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,amazonica
Amazona_arausiaca,11592.37,Red-necked_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,arausiaca
Amazona_auropalliata,11592.31,Yellow-naped_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,auropalliata
Amazona_autumnalis,11591.95,Red-lored_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,autumnalis
Amazona_autumnalis_autumnalis,11591.96,Red-lored_Parrot_(Yellow-cheeked),issf,Psittaciformes,Psittacidae (Parrots),?,?,?
Amazona_barbadensis,11592.07,Yellow-shouldered_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,barbadensis
Amazona_brasiliensis,11592.01,Red-tailed_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,brasiliensis
Amazona_collaria,11591.85,Yellow-billed_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,collaria
Amazona_dufresniana,11592.02,Blue-cheeked_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,dufresniana
Amazona_farinosa,11592.18,Mealy_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,farinosa
Amazona_festiva,11592.04,Festive_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,festiva
Amazona_finschi,11591.94,Lilac-crowned_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,finschi
Amazona_guildingii,11592.39,St._Vincent_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,guildingii
Amazona_imperialis,11592.4,Imperial_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,imperialis
Amazona_kawalli,11592.11,Kawall's_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,kawalli
Amazona_leucocephala,11591.79,Cuban_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,leucocephala
Amazona_leucocephala_bahamensis,11591.81,Cuban_Parrot_(Bahamas),issf,Psittaciformes,Psittacidae (Parrots),?,?,?
Amazona_leucocephala_caymanensis/hesterna,11591.82,Cuban_Parrot_(Cayman_Is.),issf,Psittaciformes,Psittacidae (Parrots),?,?,?
Amazona_leucocephala_leucocephala,11591.8,Cuban_Parrot_(Cuban),issf,Psittaciformes,Psittacidae (Parrots),?,?,?
Amazona_mercenarius,11592.15,Scaly-naped_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,mercenarius
Amazona_ochrocephala,11592.32,Yellow-crowned_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,ochrocephala
Amazona_oratrix,11592.23,Yellow-headed_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,oratrix
Amazona_oratrix_[oratrix_Group],11592.25,Yellow-headed_Parrot_(Mainland),issf,Psittaciformes,Psittacidae (Parrots),?,?,?
Amazona_oratrix_tresmariae,11592.24,Yellow-headed_Parrot_(Tres_Marias_Is.),issf,Psittaciformes,Psittacidae (Parrots),?,?,?
Amazona_pretrei,11591.92,Red-spectacled_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,pretrei
Amazona_rhodocorytha,11592.03,Red-browed_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,rhodocorytha
Amazona_sp.,11592.41,Amazona_sp.,spuh,Psittaciformes,Psittacidae (Parrots),?,?,?
Amazona_tucumana,11591.91,Tucuman_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,tucumana
Amazona_ventralis,11591.86,Hispaniolan_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,ventralis
Amazona_versicolor,11592.38,St._Lucia_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,versicolor
Amazona_vinacea,11592.22,Vinaceous-breasted_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Amazona,vinacea
