SCI_NAME,TAXON_ORDER,PRIMARY_COM_NAME,CATEGORY,ORDER_NAME,FAMILY_NAME,SUBFAMILY_NAME,GENUS_NAME,SPECIES_NAME
Ochetorhynchus_phoenicurus,13624.2,Band-tailed_Earthcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Ochetorhynchus,phoenicurus
Ochetorhynchus_ruficaudus,13623.4,Straight-billed_Earthcreeper,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),?,Ochetorhynchus,ruficaudus
Ochthoeca_cinnamomeiventris,14792,Slaty-backed_Chat-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ochthoeca,cinnamomeiventris
Ochthoeca_cinnamomeiventris_cinnamomeiventris,14793,Slaty-backed_Chat-Tyrant_(Slaty-backed),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Ochthoeca_diadema,14786,Yellow-bellied_Chat-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ochthoeca,diadema
Ochthoeca_frontalis,14775,Crowned_Chat-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ochthoeca,frontalis
Ochthoeca_frontalis_frontalis/albidiadema,14776,Crowned_Chat-Tyrant_(Crowned),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Ochthoeca_fumicolor,14806,Brown-backed_Chat-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ochthoeca,fumicolor
Ochthoeca_jelskii,14782,Jelski's_Chat-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ochthoeca,jelskii
Ochthoeca_leucophrys,14816,White-browed_Chat-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ochthoeca,leucophrys
Ochthoeca_oenanthoides,14812,d'Orbigny's_Chat-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ochthoeca,oenanthoides
Ochthoeca_piurae,14815,Piura_Chat-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ochthoeca,piurae
Ochthoeca_pulchella,14783,Golden-browed_Chat-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ochthoeca,pulchella
Ochthoeca_rufipectoralis,14798,Rufous-breasted_Chat-Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ochthoeca,rufipectoralis
Ochthoeca_sp.,14823,chat-tyrant_sp.,spuh,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Ochthornis_littoralis,14684,Drab_Water_Tyrant,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ochthornis,littoralis
Ocreatus_underwoodii,8780,Booted_Racket-tail,species,Apodiformes,Trochilidae (Hummingbirds),?,Ocreatus,underwoodii
Ocyalus_latirostris,30692,Band-tailed_Oropendola,species,Passeriformes,Icteridae (Troupials and Allies),?,Ocyalus,latirostris
Odontophoridae_sp.,926,quail_sp.,spuh,Galliformes,Odontophoridae (New World Quail),?,?,?
Odontophorus_atrifrons,874,Black-fronted_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,atrifrons
Odontophorus_balliviani,891,Stripe-faced_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,balliviani
Odontophorus_capueira,868,Spot-winged_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,capueira
Odontophorus_columbianus,889,Venezuelan_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,columbianus
Odontophorus_dialeucos,887,Tacarcuna_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,dialeucos
Odontophorus_erythrops,878,Rufous-fronted_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,erythrops
Odontophorus_gujanensis,859,Marbled_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,gujanensis
Odontophorus_guttatus,893,Spotted_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,guttatus
Odontophorus_hyperythrus,881,Chestnut_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,hyperythrus
Odontophorus_leucolaemus,890,Black-breasted_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,leucolaemus
Odontophorus_melanonotus,882,Dark-backed_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,melanonotus
Odontophorus_melanotis,871,Black-eared_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,melanotis
Odontophorus_sp.,894,wood-quail_sp.,spuh,Galliformes,Odontophoridae (New World Quail),?,?,?
Odontophorus_speciosus,883,Rufous-breasted_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,speciosus
Odontophorus_stellatus,892,Starred_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,stellatus
Odontophorus_strophium,888,Gorgeted_Wood-Quail,species,Galliformes,Odontophoridae (New World Quail),?,Odontophorus,strophium
Odontorchilus_branickii,20903.2,Gray-mantled_Wren,species,Passeriformes,Troglodytidae (Wrens),?,Odontorchilus,branickii
Odontorchilus_cinereus,20903.8,Tooth-billed_Wren,species,Passeriformes,Troglodytidae (Wrens),?,Odontorchilus,cinereus
Oenanthe_oenanthe,23403.097,Northern_Wheatear,species,Passeriformes,Muscicapidae (Old World Flycatchers),?,Oenanthe,oenanthe
Oenanthe_oenanthe_leucorhoa,23403.0971,Northern_Wheatear_(Greenland),issf,Passeriformes,Muscicapidae (Old World Flycatchers),?,?,?
Oenanthe_oenanthe_oenanthe/libanotica,23403.0972,Northern_Wheatear_(Eurasian),issf,Passeriformes,Muscicapidae (Old World Flycatchers),?,?,?
Ognorhynchus_icterotis,11590.51,Yellow-eared_Parrot,species,Psittaciformes,Psittacidae (Parrots),?,Ognorhynchus,icterotis
Oncostoma_cinereigulare,14198,Northern_Bentbill,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Oncostoma,cinereigulare
Oncostoma_olivaceum,14199,Southern_Bentbill,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Oncostoma,olivaceum
Onychoprion_aleuticus,4432,Aleutian_Tern,species,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,Onychoprion,aleuticus
Onychoprion_anaethetus,4424,Bridled_Tern,species,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,Onychoprion,anaethetus
Onychoprion_fuscatus,4414,Sooty_Tern,species,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,Onychoprion,fuscatus
Onychoprion_fuscatus/anaethetus,4431,Sooty/Bridled_Tern,slash,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,?,?
Onychoprion_lunatus,4423,Gray-backed_Tern,species,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,Onychoprion,lunatus
Onychorhynchus_coronatus,14409,Royal_Flycatcher,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Onychorhynchus,coronatus
Onychorhynchus_coronatus_coronatus/castelnaui,14414,Royal_Flycatcher_(Amazonian),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Onychorhynchus_coronatus_mexicanus/fraterculus,14410,Royal_Flycatcher_(Northern),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Onychorhynchus_coronatus_occidentalis,14413,Royal_Flycatcher_(Pacific),issf,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,?,?
Opisthocomus_hoazin,6593,Hoatzin,species,Cuculiformes,Opisthocomidae (Hoatzin),?,Opisthocomus,hoazin
Opisthoprora_euryptera,8654,Mountain_Avocetbill,species,Apodiformes,Trochilidae (Hummingbirds),?,Opisthoprora,euryptera
Oporornis_agilis,27807,Connecticut_Warbler,species,Passeriformes,Parulidae (New World Warblers),?,Oporornis,agilis
Oporornis/Geothlypis_sp._(Mourning-type),27824.3,Connecticut/MacGillivray's/Mourning_Warbler,spuh,Passeriformes,Parulidae (New World Warblers),?,?,?
Orchesticus_abeillei,28193,Brown_Tanager,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Orchesticus,abeillei
Oreomanes_fraseri,28833,Giant_Conebill,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Oreomanes,fraseri
Oreomystis_bairdi,31321,Akikiki,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Oreomystis,bairdi
Oreomystis_mana,31322,Hawaii_Creeper,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Oreomystis,mana
Oreonympha_nobilis,8676,Bearded_Mountaineer,species,Apodiformes,Trochilidae (Hummingbirds),?,Oreonympha,nobilis
Oreophasis_derbianus,709,Horned_Guan,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Oreophasis,derbianus
Oreopholus_ruficollis,3899,Tawny-throated_Dotterel,species,Charadriiformes,Charadriidae (Plovers and Lapwings),?,Oreopholus,ruficollis
Oreopsar_bolivianus,30500,Bolivian_Blackbird,species,Passeriformes,Icteridae (Troupials and Allies),?,Oreopsar,bolivianus
Oreortyx_pictus,768,Mountain_Quail,species,Galliformes,Odontophoridae (New World Quail),?,Oreortyx,pictus
Oreoscoptes_montanus,26399,Sage_Thrasher,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),?,Oreoscoptes,montanus
Oreothlypis_celata,27793,Orange-crowned_Warbler,species,Passeriformes,Parulidae (New World Warblers),?,Oreothlypis,celata
Oreothlypis_celata_celata,27794,Orange-crowned_Warbler_(celata),issf,Passeriformes,Parulidae (New World Warblers),?,?,?
Oreothlypis_celata_celata/orestera,27793.5,Orange-crowned_Warbler_(Gray-headed),form,Passeriformes,Parulidae (New World Warblers),?,?,?
Oreothlypis_celata_lutescens,27796,Orange-crowned_Warbler_(lutescens),issf,Passeriformes,Parulidae (New World Warblers),?,?,?
Oreothlypis_celata_orestera,27795,Orange-crowned_Warbler_(orestera),issf,Passeriformes,Parulidae (New World Warblers),?,?,?
Oreothlypis_celata_sordida,27797,Orange-crowned_Warbler_(sordida),issf,Passeriformes,Parulidae (New World Warblers),?,?,?
Oreothlypis_crissalis,27798,Colima_Warbler,species,Passeriformes,Parulidae (New World Warblers),?,Oreothlypis,crissalis
Oreothlypis_crissalis_x_virginiae,27804.5,Colima_x_Virginia's_Warbler_(hybrid),hybrid,Passeriformes,Parulidae (New World Warblers),?,?,?
Oreothlypis_gutturalis,27791,Flame-throated_Warbler,species,Passeriformes,Parulidae (New World Warblers),?,Oreothlypis,gutturalis
Oreothlypis_luciae,27800,Lucy's_Warbler,species,Passeriformes,Parulidae (New World Warblers),?,Oreothlypis,luciae
Oreothlypis_peregrina,27792,Tennessee_Warbler,species,Passeriformes,Parulidae (New World Warblers),?,Oreothlypis,peregrina
Oreothlypis_ruficapilla,27801,Nashville_Warbler,species,Passeriformes,Parulidae (New World Warblers),?,Oreothlypis,ruficapilla
Oreothlypis_ruficapilla_ridgwayi,27803,Nashville_Warbler_(Western),issf,Passeriformes,Parulidae (New World Warblers),?,?,?
Oreothlypis_ruficapilla_ruficapilla,27802,Nashville_Warbler_(Eastern),issf,Passeriformes,Parulidae (New World Warblers),?,?,?
Oreothlypis_sp.,27805,Oreothlypis_sp.,spuh,Passeriformes,Parulidae (New World Warblers),?,?,?
Oreothlypis_superciliosa,27785,Crescent-chested_Warbler,species,Passeriformes,Parulidae (New World Warblers),?,Oreothlypis,superciliosa
Oreothlypis_virginiae,27804,Virginia's_Warbler,species,Passeriformes,Parulidae (New World Warblers),?,Oreothlypis,virginiae
Oreothraupis_arremonops,29375,Tanager_Finch,species,Passeriformes,Emberizidae (Buntings and New World Sparrows),?,Oreothraupis,arremonops
Oreotrochilus_adela,8652,Wedge-tailed_Hillstar,species,Apodiformes,Trochilidae (Hummingbirds),?,Oreotrochilus,adela
Oreotrochilus_chimborazo,8640,Ecuadorian_Hillstar,species,Apodiformes,Trochilidae (Hummingbirds),?,Oreotrochilus,chimborazo
Oreotrochilus_estella,8642,Andean_Hillstar,species,Apodiformes,Trochilidae (Hummingbirds),?,Oreotrochilus,estella
Oreotrochilus_leucopleurus,8648,White-sided_Hillstar,species,Apodiformes,Trochilidae (Hummingbirds),?,Oreotrochilus,leucopleurus
Oreotrochilus_melanogaster,8650,Black-breasted_Hillstar,species,Apodiformes,Trochilidae (Hummingbirds),?,Oreotrochilus,melanogaster
Oriturus_superciliosus,29702,Striped_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Oriturus,superciliosus
Ornithion_brunneicapillus,13802,Brown-capped_Tyrannulet,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ornithion,brunneicapillus
Ornithion_inerme,13803,White-lored_Tyrannulet,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ornithion,inerme
Ornithion_semiflavum,13801,Yellow-bellied_Tyrannulet,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),?,Ornithion,semiflavum
Orochelidon_andecola,19931,Andean_Swallow,species,Passeriformes,Hirundinidae (Swallows),?,Orochelidon,andecola
Orochelidon_flavipes,19926,Pale-footed_Swallow,species,Passeriformes,Hirundinidae (Swallows),?,Orochelidon,flavipes
Orochelidon_murina,19927,Brown-bellied_Swallow,species,Passeriformes,Hirundinidae (Swallows),?,Orochelidon,murina
Ortalis_canicollis,639,Chaco_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,canicollis
Ortalis_cinereiceps,631,Gray-headed_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,cinereiceps
Ortalis_columbiana,642.5,Colombian_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,columbiana
Ortalis_erythroptera,636,Rufous-headed_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,erythroptera
Ortalis_garrula,632,Chestnut-winged_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,garrula
Ortalis_guttata,643,Speckled_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,guttata
Ortalis_guttata_guttata/subaffinis,643.5,Speckled_Chachalaca_(Speckled),issf,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,?,?
Ortalis_leucogastra,642,White-bellied_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,leucogastra
Ortalis_motmot,649,Variable_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,motmot
Ortalis_motmot_motmot,649.3,Variable_Chachalaca_(Little),issf,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,?,?
Ortalis_poliocephala,638,West_Mexican_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,poliocephala
Ortalis_ruficauda,633,Rufous-vented_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,ruficauda
Ortalis_ruficauda_ruficauda,635,Rufous-vented_Chachalaca_(Rufous-tipped),issf,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,?,?
Ortalis_ruficauda_ruficrissa,634,Rufous-vented_Chachalaca_(Rufous-vented),issf,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,?,?
Ortalis_vetula,626,Plain_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,vetula
Ortalis_wagleri,637,Rufous-bellied_Chachalaca,species,Galliformes,Cracidae (Guans- Chachalacas- and Curassows),?,Ortalis,wagleri
Orthogonys_chloricterus,28223,Olive-green_Tanager,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Orthogonys,chloricterus
Orthopsittaca_manilata,11590.41,Red-bellied_Macaw,species,Psittaciformes,Psittacidae (Parrots),?,Orthopsittaca,manilata
Orthopsittaca/Primolius/Diopsittaca_sp.,11590.485,small_macaw_sp.,spuh,Psittaciformes,Psittacidae (Parrots),?,?,?
Orthorhyncus_cristatus,9004,Antillean_Crested_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Orthorhyncus,cristatus
Orthorhyncus_cristatus_exilis,9006,Antillean_Crested_Hummingbird_(Lesser_Antilles),issf,Apodiformes,Trochilidae (Hummingbirds),?,?,?
Oryzoborus_angolensis,29145,Chestnut-bellied_Seed-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Oryzoborus,angolensis
Oryzoborus_atrirostris,29154,Black-billed_Seed-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Oryzoborus,atrirostris
Oryzoborus_crassirostris,29148,Large-billed_Seed-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Oryzoborus,crassirostris
Oryzoborus_funereus,29144,Thick-billed_Seed-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Oryzoborus,funereus
Oryzoborus_maximiliani,29153,Great-billed_Seed-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Oryzoborus,maximiliani
Oryzoborus_nuttingi,29143,Nicaraguan_Seed-Finch,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Oryzoborus,nuttingi
Otus_flammeolus,7102,Flammulated_Owl,species,Strigiformes,Strigidae (Owls),?,Otus,flammeolus
Oxypogon_guerinii,8674,Bearded_Helmetcrest,species,Apodiformes,Trochilidae (Hummingbirds),?,Oxypogon,guerinii
Oxyruncus_cristatus,15075,Sharpbill,species,Passeriformes,Oxyruncidae (Sharpbill),?,Oxyruncus,cristatus
Oxyura_jamaicensis,567,Ruddy_Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Oxyura,jamaicensis
Oxyura_jamaicensis_ferruginea,571,Ruddy_Duck_(Andean),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Oxyura_jamaicensis_jamaicensis/andina,568,Ruddy_Duck_(Ruddy),issf,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Oxyura_jamaicensis/vittata,575,Ruddy/Lake_Duck,slash,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,?,?
Oxyura_vittata,574,Lake_Duck,species,Anseriformes,Anatidae (Ducks- Geese- and Waterfowl),?,Oxyura,vittata
Pachycephala_flavifrons,17461,Samoan_Whistler,species,Passeriformes,Pachycephalidae (Whistlers and Allies),?,Pachycephala,flavifrons
Pachycephala_jacquinoti,17462,Tongan_Whistler,species,Passeriformes,Pachycephalidae (Whistlers and Allies),?,Pachycephala,jacquinoti
Pachycephala_vitiensis,17448,White-throated_Whistler,species,Passeriformes,Pachycephalidae (Whistlers and Allies),?,Pachycephala,vitiensis
Pachyptila_belcheri,1791,Slender-billed_Prion,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),?,Pachyptila,belcheri
Pachyptila_crassirostris,1792,Fulmar_Prion,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),?,Pachyptila,crassirostris
Pachyptila_desolata,1787,Antarctic_Prion,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),?,Pachyptila,desolata
Pachyptila_sp.,1796,prion_sp.,spuh,Procellariiformes,Procellariidae (Shearwaters and Petrels),?,?,?
Pachyptila_turtur,1782,Fairy_Prion,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),?,Pachyptila,turtur
Pachyptila_vittata,1783,Broad-billed_Prion,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),?,Pachyptila,vittata
Pachyramphus_aglaiae,15461,Rose-throated_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,aglaiae
Pachyramphus_albogriseus,15445,Black-and-white_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,albogriseus
Pachyramphus_castaneus,15430,Chestnut-crowned_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,castaneus
Pachyramphus_cinnamomeus,15425,Cinnamon_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,cinnamomeus
Pachyramphus_homochrous,15471,One-colored_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,homochrous
Pachyramphus_major,15451,Gray-collared_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,major
Pachyramphus_marginatus,15457,Black-capped_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,marginatus
Pachyramphus_minor,15475,Pink-throated_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,minor
Pachyramphus_niger,15470,Jamaican_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,niger
Pachyramphus_polychopterus,15436,White-winged_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,polychopterus
Pachyramphus_rufus,15422,Cinereous_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,rufus
Pachyramphus_sp.,15479,becard_sp.,spuh,Passeriformes,Tityridae (Tityras and Allies),?,?,?
Pachyramphus_spodiurus,15421,Slaty_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,spodiurus
Pachyramphus_surinamus,15460,Glossy-backed_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,surinamus
Pachyramphus_validus,15476,Crested_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,validus
Pachyramphus_versicolor,15417,Barred_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,versicolor
Pachyramphus_viridis,15410,Green-backed_Becard,species,Passeriformes,Tityridae (Tityras and Allies),?,Pachyramphus,viridis
Pachyramphus_viridis_xanthogenys/peruanus,15414,Green-backed_Becard_(Yellow-cheeked),issf,Passeriformes,Tityridae (Tityras and Allies),?,?,?
Pagodroma_nivea,1725,Snow_Petrel,species,Procellariiformes,Procellariidae (Shearwaters and Petrels),?,Pagodroma,nivea
Pagophila_eburnea,4268,Ivory_Gull,species,Charadriiformes,Laridae (Gulls- Terns- and Skimmers),?,Pagophila,eburnea
Palmeria_dolei,31335,Akohekohe,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Palmeria,dolei
Pandion_haliaetus,2376,Osprey,species,Accipitriformes,Pandionidae (Osprey),?,Pandion,haliaetus
Pandion_haliaetus_carolinensis,2378,Osprey_(American),issf,Accipitriformes,Pandionidae (Osprey),?,?,?
Pandion_haliaetus_ridgwayi,2379,Osprey_(Caribbean),issf,Accipitriformes,Pandionidae (Osprey),?,?,?
Panterpe_insignis,8828,Fiery-throated_Hummingbird,species,Apodiformes,Trochilidae (Hummingbirds),?,Panterpe,insignis
Panyptila_cayennensis,8355,Lesser_Swallow-tailed_Swift,species,Apodiformes,Apodidae (Swifts),?,Panyptila,cayennensis
Panyptila_sanctihieronymi,8358,Great_Swallow-tailed_Swift,species,Apodiformes,Apodidae (Swifts),?,Panyptila,sanctihieronymi
Parabuteo_leucorrhous,2938,White-rumped_Hawk,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Parabuteo,leucorrhous
Parabuteo_unicinctus,2934,Harris's_Hawk,species,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,Parabuteo,unicinctus
Parabuteo_unicinctus_harrisi,2935,Harris's_Hawk_(Harris's),issf,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Parabuteo_unicinctus_unicinctus,2936,Harris's_Hawk_(Bay-winged),issf,Accipitriformes,Accipitridae (Hawks- Eagles- and Kites),?,?,?
Pardirallus_maculatus,3530,Spotted_Rail,species,Gruiformes,Rallidae (Rails- Gallinules- and Coots),?,Pardirallus,maculatus
Pardirallus_nigricans,3533,Blackish_Rail,species,Gruiformes,Rallidae (Rails- Gallinules- and Coots),?,Pardirallus,nigricans
Pardirallus_sanguinolentus,3536,Plumbeous_Rail,species,Gruiformes,Rallidae (Rails- Gallinules- and Coots),?,Pardirallus,sanguinolentus
Parkerthraustes_humeralis,29318,Yellow-shouldered_Grosbeak,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Parkerthraustes,humeralis
Parkesia_motacilla,27773,Louisiana_Waterthrush,species,Passeriformes,Parulidae (New World Warblers),?,Parkesia,motacilla
Parkesia_motacilla/noveboracensis,27775,Louisiana/Northern_Waterthrush,slash,Passeriformes,Parulidae (New World Warblers),?,?,?
Parkesia_noveboracensis,27774,Northern_Waterthrush,species,Passeriformes,Parulidae (New World Warblers),?,Parkesia,noveboracensis
Paroaria_baeri,28193.75,Crimson-fronted_Cardinal,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Paroaria,baeri
Paroaria_capitata,28193.9,Yellow-billed_Cardinal,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Paroaria,capitata
Paroaria_coronata,28193.1,Red-crested_Cardinal,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Paroaria,coronata
Paroaria_dominicana,28193.2,Red-cowled_Cardinal,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Paroaria,dominicana
Paroaria_gularis,28193.4,Red-capped_Cardinal,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Paroaria,gularis
Paroaria_nigrogenis,28193.3,Masked_Cardinal,species,Passeriformes,Thraupidae (Tanagers and Allies),?,Paroaria,nigrogenis
Paroreomyza_montana,31325,Maui_Alauahio,species,Passeriformes,Fringillidae (Siskins- Crossbills- and Allies),?,Paroreomyza,montana
Parulinae_sp.,28149,warbler_sp.,spuh,Passeriformes,Parulidae (New World Warblers),?,?,?
Parus_major,20375,Great_Tit,species,Passeriformes,Paridae (Chickadees and Tits),?,Parus,major
Passer_domesticus,31345,House_Sparrow,species,Passeriformes,Passeridae (Old World Sparrows),?,Passer,domesticus
Passer_montanus,31403,Eurasian_Tree_Sparrow,species,Passeriformes,Passeridae (Old World Sparrows),?,Passer,montanus
Passer_sp.,31416,Passer_sp.,spuh,Passeriformes,Passeridae (Old World Sparrows),?,?,?
Passerculus_sandwichensis,29762,Savannah_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Passerculus,sandwichensis
Passerculus_sandwichensis_[guttatus_Group],29779,Savannah_Sparrow_(Belding's),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Passerculus_sandwichensis_[sandwichensis_Group],29769,Savannah_Sparrow_(Western),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Passerculus_sandwichensis_[savanna_Group],29763,Savannah_Sparrow_(Eastern),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Passerculus_sandwichensis_princeps,29768,Savannah_Sparrow_(Ipswich),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Passerculus_sandwichensis_rostratus/atratus,29785,Savannah_Sparrow_(Large-billed),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Passerella_iliaca,29840,Fox_Sparrow,species,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,Passerella,iliaca
Passerella_iliaca_[megarhyncha_Group],29849,Fox_Sparrow_(Thick-billed),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Passerella_iliaca_[schistacea_Group],29856,Fox_Sparrow_(Slate-colored),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
Passerella_iliaca_[unalaschcensis_Group],29841,Fox_Sparrow_(Sooty),issf,Passeriformes,Emberizidae (Buntings- Sparrows- and Allies),?,?,?
